HC 0
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 0
HC 1
HC 0
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 0
HC 0
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 1
HC 0
HC 0
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 0
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 1
HC 0
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 0
HC 1
HC 0
HC 1
HC 1
HC 1
HC 1
HC 0
HC 0
HC 1
HC 1
HC 1
HC 1
